date,areaType,areaCode,areaName,newCasesBySpecimenDate,newDeaths28DaysByDeathDate
20/11/2020,region,E12000003,Yorkshire and The Humber,1935,64
19/11/2020,region,E12000003,Yorkshire and The Humber,2090,76
18/11/2020,region,E12000003,Yorkshire and The Humber,2581,78
17/11/2020,region,E12000003,Yorkshire and The Humber,3058,57
16/11/2020,region,E12000003,Yorkshire and The Humber,3278,49
15/11/2020,region,E12000003,Yorkshire and The Humber,2095,75
14/11/2020,region,E12000003,Yorkshire and The Humber,2502,69
13/11/2020,region,E12000003,Yorkshire and The Humber,3076,66
12/11/2020,region,E12000003,Yorkshire and The Humber,3199,76
11/11/2020,region,E12000003,Yorkshire and The Humber,3700,55
10/11/2020,region,E12000003,Yorkshire and The Humber,3768,61
09/11/2020,region,E12000003,Yorkshire and The Humber,4487,88
08/11/2020,region,E12000003,Yorkshire and The Humber,2888,65
07/11/2020,region,E12000003,Yorkshire and The Humber,2830,75
06/11/2020,region,E12000003,Yorkshire and The Humber,3634,67
05/11/2020,region,E12000003,Yorkshire and The Humber,3585,57
04/11/2020,region,E12000003,Yorkshire and The Humber,3503,47
03/11/2020,region,E12000003,Yorkshire and The Humber,3947,68
02/11/2020,region,E12000003,Yorkshire and The Humber,4666,42
01/11/2020,region,E12000003,Yorkshire and The Humber,2819,48
31/10/2020,region,E12000003,Yorkshire and The Humber,2628,55
30/10/2020,region,E12000003,Yorkshire and The Humber,3464,45
29/10/2020,region,E12000003,Yorkshire and The Humber,3460,43
28/10/2020,region,E12000003,Yorkshire and The Humber,3580,37
27/10/2020,region,E12000003,Yorkshire and The Humber,3580,35
26/10/2020,region,E12000003,Yorkshire and The Humber,3851,39
25/10/2020,region,E12000003,Yorkshire and The Humber,2151,32
24/10/2020,region,E12000003,Yorkshire and The Humber,2249,26
23/10/2020,region,E12000003,Yorkshire and The Humber,2978,32
22/10/2020,region,E12000003,Yorkshire and The Humber,3301,26
21/10/2020,region,E12000003,Yorkshire and The Humber,3493,40
20/10/2020,region,E12000003,Yorkshire and The Humber,3565,34
19/10/2020,region,E12000003,Yorkshire and The Humber,3828,31
18/10/2020,region,E12000003,Yorkshire and The Humber,2221,20
17/10/2020,region,E12000003,Yorkshire and The Humber,2366,31
16/10/2020,region,E12000003,Yorkshire and The Humber,2433,20
15/10/2020,region,E12000003,Yorkshire and The Humber,2488,13
14/10/2020,region,E12000003,Yorkshire and The Humber,2773,15
13/10/2020,region,E12000003,Yorkshire and The Humber,2530,11
12/10/2020,region,E12000003,Yorkshire and The Humber,2743,13
11/10/2020,region,E12000003,Yorkshire and The Humber,1621,11
10/10/2020,region,E12000003,Yorkshire and The Humber,1916,14
09/10/2020,region,E12000003,Yorkshire and The Humber,1868,12
08/10/2020,region,E12000003,Yorkshire and The Humber,2426,10
07/10/2020,region,E12000003,Yorkshire and The Humber,2657,13
06/10/2020,region,E12000003,Yorkshire and The Humber,2416,9
05/10/2020,region,E12000003,Yorkshire and The Humber,2266,10
04/10/2020,region,E12000003,Yorkshire and The Humber,1677,6
03/10/2020,region,E12000003,Yorkshire and The Humber,1657,7
02/10/2020,region,E12000003,Yorkshire and The Humber,2203,8
01/10/2020,region,E12000003,Yorkshire and The Humber,2132,6
30/09/2020,region,E12000003,Yorkshire and The Humber,1785,4
29/09/2020,region,E12000003,Yorkshire and The Humber,1383,3
28/09/2020,region,E12000003,Yorkshire and The Humber,1448,1
27/09/2020,region,E12000003,Yorkshire and The Humber,1022,3
26/09/2020,region,E12000003,Yorkshire and The Humber,821,3
25/09/2020,region,E12000003,Yorkshire and The Humber,801,1
24/09/2020,region,E12000003,Yorkshire and The Humber,921,4
23/09/2020,region,E12000003,Yorkshire and The Humber,728,3
22/09/2020,region,E12000003,Yorkshire and The Humber,713,4
21/09/2020,region,E12000003,Yorkshire and The Humber,615,4
20/09/2020,region,E12000003,Yorkshire and The Humber,665,6
19/09/2020,region,E12000003,Yorkshire and The Humber,559,2
18/09/2020,region,E12000003,Yorkshire and The Humber,557,3
17/09/2020,region,E12000003,Yorkshire and The Humber,568,3
16/09/2020,region,E12000003,Yorkshire and The Humber,545,2
15/09/2020,region,E12000003,Yorkshire and The Humber,419,2
14/09/2020,region,E12000003,Yorkshire and The Humber,387,3
13/09/2020,region,E12000003,Yorkshire and The Humber,297,3
12/09/2020,region,E12000003,Yorkshire and The Humber,313,4
11/09/2020,region,E12000003,Yorkshire and The Humber,384,2
10/09/2020,region,E12000003,Yorkshire and The Humber,461,2
09/09/2020,region,E12000003,Yorkshire and The Humber,393,3
08/09/2020,region,E12000003,Yorkshire and The Humber,381,0
07/09/2020,region,E12000003,Yorkshire and The Humber,524,1
06/09/2020,region,E12000003,Yorkshire and The Humber,305,0
05/09/2020,region,E12000003,Yorkshire and The Humber,312,3
04/09/2020,region,E12000003,Yorkshire and The Humber,302,1
03/09/2020,region,E12000003,Yorkshire and The Humber,335,1
02/09/2020,region,E12000003,Yorkshire and The Humber,373,3
01/09/2020,region,E12000003,Yorkshire and The Humber,263,0
31/08/2020,region,E12000003,Yorkshire and The Humber,192,1
30/08/2020,region,E12000003,Yorkshire and The Humber,143,1
29/08/2020,region,E12000003,Yorkshire and The Humber,170,2
28/08/2020,region,E12000003,Yorkshire and The Humber,161,1
27/08/2020,region,E12000003,Yorkshire and The Humber,192,1
26/08/2020,region,E12000003,Yorkshire and The Humber,119,1
25/08/2020,region,E12000003,Yorkshire and The Humber,135,1
24/08/2020,region,E12000003,Yorkshire and The Humber,151,0
23/08/2020,region,E12000003,Yorkshire and The Humber,93,2
22/08/2020,region,E12000003,Yorkshire and The Humber,89,1
21/08/2020,region,E12000003,Yorkshire and The Humber,129,2
20/08/2020,region,E12000003,Yorkshire and The Humber,165,1
19/08/2020,region,E12000003,Yorkshire and The Humber,140,0
18/08/2020,region,E12000003,Yorkshire and The Humber,122,0
17/08/2020,region,E12000003,Yorkshire and The Humber,126,3
16/08/2020,region,E12000003,Yorkshire and The Humber,79,1
15/08/2020,region,E12000003,Yorkshire and The Humber,108,1
14/08/2020,region,E12000003,Yorkshire and The Humber,161,0
13/08/2020,region,E12000003,Yorkshire and The Humber,179,1
12/08/2020,region,E12000003,Yorkshire and The Humber,171,1
11/08/2020,region,E12000003,Yorkshire and The Humber,185,0
10/08/2020,region,E12000003,Yorkshire and The Humber,221,2
09/08/2020,region,E12000003,Yorkshire and The Humber,97,1
08/08/2020,region,E12000003,Yorkshire and The Humber,104,1
07/08/2020,region,E12000003,Yorkshire and The Humber,120,0
06/08/2020,region,E12000003,Yorkshire and The Humber,177,3
05/08/2020,region,E12000003,Yorkshire and The Humber,157,0
04/08/2020,region,E12000003,Yorkshire and The Humber,147,2
03/08/2020,region,E12000003,Yorkshire and The Humber,144,2
02/08/2020,region,E12000003,Yorkshire and The Humber,85,1
01/08/2020,region,E12000003,Yorkshire and The Humber,81,3
31/07/2020,region,E12000003,Yorkshire and The Humber,99,0
30/07/2020,region,E12000003,Yorkshire and The Humber,140,0
29/07/2020,region,E12000003,Yorkshire and The Humber,163,0
28/07/2020,region,E12000003,Yorkshire and The Humber,150,2
27/07/2020,region,E12000003,Yorkshire and The Humber,143,1
26/07/2020,region,E12000003,Yorkshire and The Humber,91,2
25/07/2020,region,E12000003,Yorkshire and The Humber,88,2
24/07/2020,region,E12000003,Yorkshire and The Humber,110,3
23/07/2020,region,E12000003,Yorkshire and The Humber,106,3
22/07/2020,region,E12000003,Yorkshire and The Humber,103,3
21/07/2020,region,E12000003,Yorkshire and The Humber,100,3
20/07/2020,region,E12000003,Yorkshire and The Humber,115,0
19/07/2020,region,E12000003,Yorkshire and The Humber,101,1
18/07/2020,region,E12000003,Yorkshire and The Humber,97,4
17/07/2020,region,E12000003,Yorkshire and The Humber,100,2
16/07/2020,region,E12000003,Yorkshire and The Humber,86,1
15/07/2020,region,E12000003,Yorkshire and The Humber,119,2
14/07/2020,region,E12000003,Yorkshire and The Humber,132,3
13/07/2020,region,E12000003,Yorkshire and The Humber,135,1
12/07/2020,region,E12000003,Yorkshire and The Humber,98,3
11/07/2020,region,E12000003,Yorkshire and The Humber,86,1
10/07/2020,region,E12000003,Yorkshire and The Humber,93,3
09/07/2020,region,E12000003,Yorkshire and The Humber,97,0
08/07/2020,region,E12000003,Yorkshire and The Humber,125,5
07/07/2020,region,E12000003,Yorkshire and The Humber,103,4
06/07/2020,region,E12000003,Yorkshire and The Humber,120,3
05/07/2020,region,E12000003,Yorkshire and The Humber,90,2
04/07/2020,region,E12000003,Yorkshire and The Humber,80,2
03/07/2020,region,E12000003,Yorkshire and The Humber,108,7
02/07/2020,region,E12000003,Yorkshire and The Humber,104,8
01/07/2020,region,E12000003,Yorkshire and The Humber,131,3
30/06/2020,region,E12000003,Yorkshire and The Humber,112,9
29/06/2020,region,E12000003,Yorkshire and The Humber,133,3
28/06/2020,region,E12000003,Yorkshire and The Humber,97,5
27/06/2020,region,E12000003,Yorkshire and The Humber,148,4
26/06/2020,region,E12000003,Yorkshire and The Humber,152,7
25/06/2020,region,E12000003,Yorkshire and The Humber,143,4
25/11/2020,region,E12000002,North West,1835,83
20/08/2020,region,E12000002,North West,224,1
24/06/2020,region,E12000003,Yorkshire and The Humber,156,13
23/06/2020,region,E12000003,Yorkshire and The Humber,172,7
22/06/2020,region,E12000003,Yorkshire and The Humber,156,8
21/06/2020,region,E12000003,Yorkshire and The Humber,116,6
20/06/2020,region,E12000003,Yorkshire and The Humber,163,6
19/06/2020,region,E12000003,Yorkshire and The Humber,203,4
18/06/2020,region,E12000003,Yorkshire and The Humber,258,10
17/06/2020,region,E12000003,Yorkshire and The Humber,230,5
16/06/2020,region,E12000003,Yorkshire and The Humber,217,5
15/06/2020,region,E12000003,Yorkshire and The Humber,189,10
14/06/2020,region,E12000003,Yorkshire and The Humber,159,11
13/06/2020,region,E12000003,Yorkshire and The Humber,193,9
12/06/2020,region,E12000003,Yorkshire and The Humber,247,10
11/06/2020,region,E12000003,Yorkshire and The Humber,197,10
10/06/2020,region,E12000003,Yorkshire and The Humber,226,18
09/06/2020,region,E12000003,Yorkshire and The Humber,172,14
08/06/2020,region,E12000003,Yorkshire and The Humber,188,12
07/06/2020,region,E12000003,Yorkshire and The Humber,150,12
06/06/2020,region,E12000003,Yorkshire and The Humber,121,18
05/06/2020,region,E12000003,Yorkshire and The Humber,155,12
04/06/2020,region,E12000003,Yorkshire and The Humber,179,14
03/06/2020,region,E12000003,Yorkshire and The Humber,207,20
02/06/2020,region,E12000003,Yorkshire and The Humber,196,23
01/06/2020,region,E12000003,Yorkshire and The Humber,191,25
31/05/2020,region,E12000003,Yorkshire and The Humber,177,21
30/05/2020,region,E12000003,Yorkshire and The Humber,164,27
29/05/2020,region,E12000003,Yorkshire and The Humber,199,20
28/05/2020,region,E12000003,Yorkshire and The Humber,274,26
27/05/2020,region,E12000003,Yorkshire and The Humber,254,25
26/05/2020,region,E12000003,Yorkshire and The Humber,232,22
25/05/2020,region,E12000003,Yorkshire and The Humber,254,31
24/05/2020,region,E12000003,Yorkshire and The Humber,204,24
23/05/2020,region,E12000003,Yorkshire and The Humber,234,22
22/05/2020,region,E12000003,Yorkshire and The Humber,267,27
21/05/2020,region,E12000003,Yorkshire and The Humber,382,26
20/05/2020,region,E12000003,Yorkshire and The Humber,295,29
19/05/2020,region,E12000003,Yorkshire and The Humber,388,26
18/05/2020,region,E12000003,Yorkshire and The Humber,261,33
17/05/2020,region,E12000003,Yorkshire and The Humber,244,23
16/05/2020,region,E12000003,Yorkshire and The Humber,259,34
15/05/2020,region,E12000003,Yorkshire and The Humber,337,43
14/05/2020,region,E12000003,Yorkshire and The Humber,355,40
13/05/2020,region,E12000003,Yorkshire and The Humber,405,36
12/05/2020,region,E12000003,Yorkshire and The Humber,375,28
11/05/2020,region,E12000003,Yorkshire and The Humber,426,29
10/05/2020,region,E12000003,Yorkshire and The Humber,296,47
09/05/2020,region,E12000003,Yorkshire and The Humber,245,37
08/05/2020,region,E12000003,Yorkshire and The Humber,352,47
07/05/2020,region,E12000003,Yorkshire and The Humber,459,58
06/05/2020,region,E12000003,Yorkshire and The Humber,415,51
05/05/2020,region,E12000003,Yorkshire and The Humber,440,51
04/05/2020,region,E12000003,Yorkshire and The Humber,350,54
03/05/2020,region,E12000003,Yorkshire and The Humber,384,46
02/05/2020,region,E12000003,Yorkshire and The Humber,385,56
01/05/2020,region,E12000003,Yorkshire and The Humber,621,54
30/04/2020,region,E12000003,Yorkshire and The Humber,579,58
29/04/2020,region,E12000003,Yorkshire and The Humber,713,73
28/04/2020,region,E12000003,Yorkshire and The Humber,485,58
27/04/2020,region,E12000003,Yorkshire and The Humber,510,67
26/04/2020,region,E12000003,Yorkshire and The Humber,422,63
25/04/2020,region,E12000003,Yorkshire and The Humber,414,61
24/04/2020,region,E12000003,Yorkshire and The Humber,593,71
23/04/2020,region,E12000003,Yorkshire and The Humber,450,52
22/04/2020,region,E12000003,Yorkshire and The Humber,564,68
21/04/2020,region,E12000003,Yorkshire and The Humber,350,65
20/04/2020,region,E12000003,Yorkshire and The Humber,400,73
19/04/2020,region,E12000003,Yorkshire and The Humber,417,64
18/04/2020,region,E12000003,Yorkshire and The Humber,363,62
17/04/2020,region,E12000003,Yorkshire and The Humber,349,71
16/04/2020,region,E12000003,Yorkshire and The Humber,373,82
15/04/2020,region,E12000003,Yorkshire and The Humber,474,80
14/04/2020,region,E12000003,Yorkshire and The Humber,315,63
13/04/2020,region,E12000003,Yorkshire and The Humber,325,64
12/04/2020,region,E12000003,Yorkshire and The Humber,268,62
11/04/2020,region,E12000003,Yorkshire and The Humber,261,59
10/04/2020,region,E12000003,Yorkshire and The Humber,299,71
09/04/2020,region,E12000003,Yorkshire and The Humber,303,71
08/04/2020,region,E12000003,Yorkshire and The Humber,318,76
07/04/2020,region,E12000003,Yorkshire and The Humber,336,60
06/04/2020,region,E12000003,Yorkshire and The Humber,320,56
05/04/2020,region,E12000003,Yorkshire and The Humber,216,52
04/04/2020,region,E12000003,Yorkshire and The Humber,202,69
03/04/2020,region,E12000003,Yorkshire and The Humber,293,53
02/04/2020,region,E12000003,Yorkshire and The Humber,242,43
01/04/2020,region,E12000003,Yorkshire and The Humber,297,42
31/03/2020,region,E12000003,Yorkshire and The Humber,319,37
30/03/2020,region,E12000003,Yorkshire and The Humber,285,30
29/03/2020,region,E12000003,Yorkshire and The Humber,228,29
28/03/2020,region,E12000003,Yorkshire and The Humber,207,23
27/03/2020,region,E12000003,Yorkshire and The Humber,153,20
26/03/2020,region,E12000003,Yorkshire and The Humber,177,15
25/03/2020,region,E12000003,Yorkshire and The Humber,150,9
24/03/2020,region,E12000003,Yorkshire and The Humber,157,7
23/03/2020,region,E12000003,Yorkshire and The Humber,144,6
22/03/2020,region,E12000003,Yorkshire and The Humber,95,2
21/03/2020,region,E12000003,Yorkshire and The Humber,77,2
07/01/2021,region,E12000007,London,979,48
20/03/2020,region,E12000003,Yorkshire and The Humber,59,2
19/03/2020,region,E12000003,Yorkshire and The Humber,55,1
18/03/2020,region,E12000003,Yorkshire and The Humber,47,2
17/03/2020,region,E12000003,Yorkshire and The Humber,31,2
06/01/2021,region,E12000007,London,4394,97
05/01/2021,region,E12000007,London,9862,119
04/01/2021,region,E12000007,London,16013,132
03/01/2021,region,E12000007,London,12950,109
02/01/2021,region,E12000007,London,13497,116
01/01/2021,region,E12000007,London,6706,105
31/12/2020,region,E12000007,London,12340,111
30/12/2020,region,E12000007,London,17275,104
29/12/2020,region,E12000007,London,19800,103
28/12/2020,region,E12000007,London,10650,87
27/12/2020,region,E12000007,London,13138,94
26/12/2020,region,E12000007,London,11843,91
16/03/2020,region,E12000003,Yorkshire and The Humber,28,2
25/12/2020,region,E12000007,London,4327,78
24/12/2020,region,E12000007,London,9405,62
15/03/2020,region,E12000003,Yorkshire and The Humber,10,2
14/03/2020,region,E12000003,Yorkshire and The Humber,12,0
23/12/2020,region,E12000007,London,12353,63
22/12/2020,region,E12000007,London,13312,70
21/12/2020,region,E12000007,London,13217,58
20/12/2020,region,E12000007,London,8876,50
19/12/2020,region,E12000007,London,7141,46
18/12/2020,region,E12000007,London,10756,41
13/03/2020,region,E12000003,Yorkshire and The Humber,12,0
12/03/2020,region,E12000003,Yorkshire and The Humber,14,1
11/03/2020,region,E12000003,Yorkshire and The Humber,10,
10/03/2020,region,E12000003,Yorkshire and The Humber,18,
09/03/2020,region,E12000003,Yorkshire and The Humber,7,
17/12/2020,region,E12000007,London,10129,58
16/12/2020,region,E12000007,London,9907,31
08/03/2020,region,E12000003,Yorkshire and The Humber,3,
07/03/2020,region,E12000003,Yorkshire and The Humber,5,
15/12/2020,region,E12000007,London,8815,43
06/03/2020,region,E12000003,Yorkshire and The Humber,1,
05/03/2020,region,E12000003,Yorkshire and The Humber,2,
04/03/2020,region,E12000003,Yorkshire and The Humber,2,
03/03/2020,region,E12000003,Yorkshire and The Humber,4,
02/03/2020,region,E12000003,Yorkshire and The Humber,3,
01/03/2020,region,E12000003,Yorkshire and The Humber,2,
29/02/2020,region,E12000003,Yorkshire and The Humber,0,
28/02/2020,region,E12000003,Yorkshire and The Humber,2,
27/02/2020,region,E12000003,Yorkshire and The Humber,1,
26/02/2020,region,E12000003,Yorkshire and The Humber,0,
25/02/2020,region,E12000003,Yorkshire and The Humber,0,
24/02/2020,region,E12000003,Yorkshire and The Humber,0,
23/02/2020,region,E12000003,Yorkshire and The Humber,0,
22/02/2020,region,E12000003,Yorkshire and The Humber,0,
14/12/2020,region,E12000007,London,8304,37
13/12/2020,region,E12000007,London,5498,28
12/12/2020,region,E12000007,London,4654,42
11/12/2020,region,E12000007,London,5465,27
10/12/2020,region,E12000007,London,4993,27
21/02/2020,region,E12000003,Yorkshire and The Humber,0,
20/02/2020,region,E12000003,Yorkshire and The Humber,0,
19/02/2020,region,E12000003,Yorkshire and The Humber,0,
18/02/2020,region,E12000003,Yorkshire and The Humber,0,
17/02/2020,region,E12000003,Yorkshire and The Humber,0,
09/12/2020,region,E12000007,London,4411,30
08/12/2020,region,E12000007,London,3698,33
16/02/2020,region,E12000003,Yorkshire and The Humber,0,
07/12/2020,region,E12000007,London,3704,32
06/12/2020,region,E12000007,London,2418,26
05/12/2020,region,E12000007,London,2273,27
04/12/2020,region,E12000007,London,2913,32
03/12/2020,region,E12000007,London,2438,34
02/12/2020,region,E12000007,London,2782,27
01/12/2020,region,E12000007,London,2454,24
15/02/2020,region,E12000003,Yorkshire and The Humber,0,
14/02/2020,region,E12000003,Yorkshire and The Humber,0,
30/11/2020,region,E12000007,London,2689,24
29/11/2020,region,E12000007,London,1650,48
28/11/2020,region,E12000007,London,1637,31
27/11/2020,region,E12000007,London,2195,20
26/11/2020,region,E12000007,London,2066,28
25/11/2020,region,E12000007,London,2238,38
24/11/2020,region,E12000007,London,2147,29
23/11/2020,region,E12000007,London,2385,18
22/11/2020,region,E12000007,London,1480,29
21/11/2020,region,E12000007,London,1473,20
20/11/2020,region,E12000007,London,2105,26
19/11/2020,region,E12000007,London,2178,25
18/11/2020,region,E12000007,London,2453,20
17/11/2020,region,E12000007,London,2552,29
16/11/2020,region,E12000007,London,3072,31
15/11/2020,region,E12000007,London,1795,19
14/11/2020,region,E12000007,London,1920,21
13/02/2020,region,E12000003,Yorkshire and The Humber,0,
12/02/2020,region,E12000003,Yorkshire and The Humber,0,
13/11/2020,region,E12000007,London,2689,14
12/11/2020,region,E12000007,London,2832,19
11/11/2020,region,E12000007,London,2911,11
11/02/2020,region,E12000003,Yorkshire and The Humber,0,
10/11/2020,region,E12000007,London,2721,15
09/11/2020,region,E12000007,London,3078,28
08/11/2020,region,E12000007,London,1755,20
07/11/2020,region,E12000007,London,1646,23
06/11/2020,region,E12000007,London,2110,16
10/02/2020,region,E12000003,Yorkshire and The Humber,0,
09/02/2020,region,E12000003,Yorkshire and The Humber,0,
08/02/2020,region,E12000003,Yorkshire and The Humber,0,
07/02/2020,region,E12000003,Yorkshire and The Humber,0,
06/02/2020,region,E12000003,Yorkshire and The Humber,0,
05/02/2020,region,E12000003,Yorkshire and The Humber,0,
05/11/2020,region,E12000007,London,2087,14
04/11/2020,region,E12000007,London,2045,16
03/11/2020,region,E12000007,London,2126,12
02/11/2020,region,E12000007,London,2904,17
01/11/2020,region,E12000007,London,1203,16
31/10/2020,region,E12000007,London,1385,6
30/10/2020,region,E12000007,London,1870,14
29/10/2020,region,E12000007,London,2006,12
28/10/2020,region,E12000007,London,1964,21
27/10/2020,region,E12000007,London,2089,15
26/10/2020,region,E12000007,London,2522,12
25/10/2020,region,E12000007,London,1290,11
24/10/2020,region,E12000007,London,1433,18
23/10/2020,region,E12000007,London,2005,6
04/02/2020,region,E12000003,Yorkshire and The Humber,0,
03/02/2020,region,E12000003,Yorkshire and The Humber,0,
02/02/2020,region,E12000003,Yorkshire and The Humber,0,
01/02/2020,region,E12000003,Yorkshire and The Humber,0,
31/01/2020,region,E12000003,Yorkshire and The Humber,0,
30/01/2020,region,E12000003,Yorkshire and The Humber,1,
22/10/2020,region,E12000007,London,2173,11
21/10/2020,region,E12000007,London,2358,15
20/10/2020,region,E12000007,London,2314,7
19/10/2020,region,E12000007,London,2332,10
18/10/2020,region,E12000007,London,1294,6
17/10/2020,region,E12000007,London,1107,4
16/10/2020,region,E12000007,London,1654,7
15/10/2020,region,E12000007,London,1721,12
14/10/2020,region,E12000007,London,1622,4
13/10/2020,region,E12000007,London,1423,5
12/10/2020,region,E12000007,London,1572,5
11/10/2020,region,E12000007,London,741,4
10/10/2020,region,E12000007,London,871,5
09/10/2020,region,E12000007,London,1343,7
08/10/2020,region,E12000007,London,1472,5
07/10/2020,region,E12000007,London,1401,6
06/10/2020,region,E12000007,London,1167,5
05/10/2020,region,E12000007,London,1290,9
04/10/2020,region,E12000007,London,819,2
07/01/2021,region,E12000006,East of England,419,27
03/10/2020,region,E12000007,London,790,2
02/10/2020,region,E12000007,London,1036,3
06/01/2021,region,E12000006,East of England,3366,66
05/01/2021,region,E12000006,East of England,5063,88
04/01/2021,region,E12000006,East of England,8849,93
01/10/2020,region,E12000007,London,1067,5
30/09/2020,region,E12000007,London,988,6
29/09/2020,region,E12000007,London,699,9
28/09/2020,region,E12000007,London,740,4
27/09/2020,region,E12000007,London,528,1
26/09/2020,region,E12000007,London,548,1
25/09/2020,region,E12000007,London,603,1
24/09/2020,region,E12000007,London,599,2
23/09/2020,region,E12000007,London,657,7
22/09/2020,region,E12000007,London,518,6
21/09/2020,region,E12000007,London,427,4
20/09/2020,region,E12000007,London,410,4
02/01/2021,region,E12000006,East of England,7248,68
01/01/2021,region,E12000006,East of England,4006,85
31/12/2020,region,E12000006,East of England,6462,84
30/12/2020,region,E12000006,East of England,8717,84
29/12/2020,region,E12000006,East of England,11107,76
19/09/2020,region,E12000007,London,339,3
28/12/2020,region,E12000006,East of England,5942,82
18/09/2020,region,E12000007,London,387,1
17/09/2020,region,E12000007,London,322,3
16/09/2020,region,E12000007,London,292,2
15/09/2020,region,E12000007,London,269,1
27/12/2020,region,E12000006,East of England,6545,60
26/12/2020,region,E12000006,East of England,5738,78
25/12/2020,region,E12000006,East of England,1731,75
14/09/2020,region,E12000007,London,299,0
13/09/2020,region,E12000007,London,112,0
12/09/2020,region,E12000007,London,229,0
24/12/2020,region,E12000006,East of England,4338,74
11/09/2020,region,E12000007,London,332,3
10/09/2020,region,E12000007,London,391,2
09/09/2020,region,E12000007,London,343,0
23/12/2020,region,E12000006,East of England,5875,72
08/09/2020,region,E12000007,London,342,0
22/12/2020,region,E12000006,East of England,6352,53
21/12/2020,region,E12000006,East of England,6691,69
20/12/2020,region,E12000006,East of England,4599,61
07/09/2020,region,E12000007,London,463,0
19/12/2020,region,E12000006,East of England,3394,61
18/12/2020,region,E12000006,East of England,5133,53
06/09/2020,region,E12000007,London,204,2
05/09/2020,region,E12000007,London,270,0
04/09/2020,region,E12000007,London,355,0
03/09/2020,region,E12000007,London,347,1
02/09/2020,region,E12000007,London,333,1
01/09/2020,region,E12000007,London,314,0
31/08/2020,region,E12000007,London,216,1
30/08/2020,region,E12000007,London,133,0
29/08/2020,region,E12000007,London,139,0
28/08/2020,region,E12000007,London,221,0
17/12/2020,region,E12000006,East of England,4618,43
27/08/2020,region,E12000007,London,229,0
26/08/2020,region,E12000007,London,164,0
25/08/2020,region,E12000007,London,169,1
24/08/2020,region,E12000007,London,195,0
23/08/2020,region,E12000007,London,144,0
22/08/2020,region,E12000007,London,118,1
21/08/2020,region,E12000007,London,166,0
20/08/2020,region,E12000007,London,205,1
19/08/2020,region,E12000007,London,152,0
18/08/2020,region,E12000007,London,181,1
17/08/2020,region,E12000007,London,189,2
16/12/2020,region,E12000006,East of England,4719,42
15/12/2020,region,E12000006,East of England,4344,38
16/08/2020,region,E12000007,London,88,0
15/08/2020,region,E12000007,London,106,0
14/08/2020,region,E12000007,London,126,0
13/08/2020,region,E12000007,London,124,2
12/08/2020,region,E12000007,London,160,0
11/08/2020,region,E12000007,London,149,1
10/08/2020,region,E12000007,London,143,0
09/08/2020,region,E12000007,London,67,0
08/08/2020,region,E12000007,London,55,1
07/08/2020,region,E12000007,London,122,0
06/08/2020,region,E12000007,London,105,0
05/08/2020,region,E12000007,London,114,0
04/08/2020,region,E12000007,London,104,0
03/08/2020,region,E12000007,London,87,0
02/08/2020,region,E12000007,London,76,1
01/08/2020,region,E12000007,London,58,2
31/07/2020,region,E12000007,London,73,2
30/07/2020,region,E12000007,London,102,0
29/07/2020,region,E12000007,London,99,0
14/12/2020,region,E12000006,East of England,4428,38
13/12/2020,region,E12000006,East of England,2749,36
12/12/2020,region,E12000006,East of England,2244,32
11/12/2020,region,E12000006,East of England,2687,49
10/12/2020,region,E12000006,East of England,2318,37
09/12/2020,region,E12000006,East of England,2258,36
28/07/2020,region,E12000007,London,100,0
27/07/2020,region,E12000007,London,100,1
26/07/2020,region,E12000007,London,65,0
25/07/2020,region,E12000007,London,56,0
24/07/2020,region,E12000007,London,83,0
23/07/2020,region,E12000007,London,70,2
22/07/2020,region,E12000007,London,79,0
21/07/2020,region,E12000007,London,82,0
08/12/2020,region,E12000006,East of England,2085,29
20/07/2020,region,E12000007,London,97,0
19/07/2020,region,E12000007,London,41,0
18/07/2020,region,E12000007,London,48,0
17/07/2020,region,E12000007,London,48,2
16/07/2020,region,E12000007,London,70,0
15/07/2020,region,E12000007,London,76,1
14/07/2020,region,E12000007,London,62,0
07/12/2020,region,E12000006,East of England,2195,26
06/12/2020,region,E12000006,East of England,1301,28
05/12/2020,region,E12000006,East of England,1184,28
04/12/2020,region,E12000006,East of England,1378,28
13/07/2020,region,E12000007,London,85,1
12/07/2020,region,E12000007,London,38,1
03/12/2020,region,E12000006,East of England,1337,25
02/12/2020,region,E12000006,East of England,1435,22
10/07/2020,region,E12000007,London,40,0
09/07/2020,region,E12000007,London,54,2
08/07/2020,region,E12000007,London,57,3
07/07/2020,region,E12000007,London,60,1
06/07/2020,region,E12000007,London,54,2
05/07/2020,region,E12000007,London,51,3
04/07/2020,region,E12000007,London,32,1
03/07/2020,region,E12000007,London,38,1
02/07/2020,region,E12000007,London,40,2
01/07/2020,region,E12000007,London,41,1
01/12/2020,region,E12000006,East of England,1284,32
30/06/2020,region,E12000007,London,52,1
30/11/2020,region,E12000006,East of England,1511,27
29/11/2020,region,E12000006,East of England,768,18
28/11/2020,region,E12000006,East of England,806,30
27/11/2020,region,E12000006,East of England,1131,24
29/06/2020,region,E12000007,London,58,1
28/06/2020,region,E12000007,London,22,1
27/06/2020,region,E12000007,London,32,0
26/06/2020,region,E12000007,London,48,0
25/06/2020,region,E12000007,London,57,1
24/06/2020,region,E12000007,London,46,4
26/11/2020,region,E12000006,East of England,1030,19
25/11/2020,region,E12000006,East of England,1204,30
